COUNT;Geo Local Area;Geom;geo_point_2d
1;Sunset;"{""coordinates"": [-123.082870558695, 49.2215061743089], ""type"": ""Point""}";49.2215061743089, -123.082870558695
1;Downtown;"{""coordinates"": [-123.105415072813, 49.2804064486147], ""type"": ""Point""}";49.2804064486147, -123.105415072813
1;Riley Park;"{""coordinates"": [-123.100581096893, 49.2516529798682], ""type"": ""Point""}";49.2516529798682, -123.100581096893
5;Kensington-Cedar Cottage;"{""coordinates"": [-123.076499106976, 49.2500602466389], ""type"": ""Point""}";49.2500602466389, -123.076499106976
1;Kitsilano;"{""coordinates"": [-123.165689561956, 49.2579608901049], ""type"": ""Point""}";49.2579608901049, -123.165689561956
9;Kensington-Cedar Cottage;"{""coordinates"": [-123.060599179739, 49.2435863770456], ""type"": ""Point""}";49.2435863770456, -123.060599179739
1;West End;"{""coordinates"": [-123.126297279394, 49.2851620851564], ""type"": ""Point""}";49.2851620851564, -123.126297279394
3;Downtown;"{""coordinates"": [-123.100170771679, 49.2798740746599], ""type"": ""Point""}";49.2798740746599, -123.100170771679
1;Downtown;"{""coordinates"": [-123.115320444325, 49.2868856660894], ""type"": ""Point""}";49.2868856660894, -123.115320444325
6;Kensington-Cedar Cottage;"{""coordinates"": [-123.07011071374, 49.2602530304684], ""type"": ""Point""}";49.2602530304684, -123.07011071374
4;Strathcona;"{""coordinates"": [-123.087357641833, 49.2823089512172], ""type"": ""Point""}";49.2823089512172, -123.087357641833
1;Downtown;"{""coordinates"": [-123.115593396796, 49.278147190762], ""type"": ""Point""}";49.278147190762, -123.115593396796
1;Downtown;"{""coordinates"": [-123.113796262421, 49.2741468451306], ""type"": ""Point""}";49.2741468451306, -123.113796262421
1;Sunset;"{""coordinates"": [-123.101245578844, 49.2254594065068], ""type"": ""Point""}";49.2254594065068, -123.101245578844
6;Kensington-Cedar Cottage;"{""coordinates"": [-123.065967359007, 49.2328780253591], ""type"": ""Point""}";49.2328780253591, -123.065967359007
4;Kensington-Cedar Cottage;"{""coordinates"": [-123.066127324208, 49.2452937889114], ""type"": ""Point""}";49.2452937889114, -123.066127324208
2;Kitsilano;"{""coordinates"": [-123.168971330072, 49.2580196164276], ""type"": ""Point""}";49.2580196164276, -123.168971330072
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.058235722349, 49.2427024703276], ""type"": ""Point""}";49.2427024703276, -123.058235722349
2;Kensington-Cedar Cottage;"{""coordinates"": [-123.076775441108, 49.2508701283643], ""type"": ""Point""}";49.2508701283643, -123.076775441108
1;Dunbar-Southlands;"{""coordinates"": [-123.187869369003, 49.2504054516971], ""type"": ""Point""}";49.2504054516971, -123.187869369003
1;Riley Park;"{""coordinates"": [-123.100591237061, 49.2524438041335], ""type"": ""Point""}";49.2524438041335, -123.100591237061
1;Kitsilano;"{""coordinates"": [-123.176066942748, 49.2656633536491], ""type"": ""Point""}";49.2656633536491, -123.176066942748
1;West Point Grey;"{""coordinates"": [-123.187813819271, 49.2701923635948], ""type"": ""Point""}";49.2701923635948, -123.187813819271
3;Kitsilano;"{""coordinates"": [-123.152180898303, 49.2678542879109], ""type"": ""Point""}";49.2678542879109, -123.152180898303
1;Arbutus Ridge;"{""coordinates"": [-123.155873993617, 49.2360145102788], ""type"": ""Point""}";49.2360145102788, -123.155873993617
1;Strathcona;"{""coordinates"": [-123.080425228395, 49.2770648919515], ""type"": ""Point""}";49.2770648919515, -123.080425228395
4;Grandview-Woodland;"{""coordinates"": [-123.060556719635, 49.280895080053], ""type"": ""Point""}";49.280895080053, -123.060556719635
3;Grandview-Woodland;"{""coordinates"": [-123.070257415531, 49.2763917286026], ""type"": ""Point""}";49.2763917286026, -123.070257415531
3;Strathcona;"{""coordinates"": [-123.085139039595, 49.2780356392508], ""type"": ""Point""}";49.2780356392508, -123.085139039595
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.083825010997, 49.2422801973986], ""type"": ""Point""}";49.2422801973986, -123.083825010997
1;Marpole;"{""coordinates"": [-123.137394599578, 49.203566737807], ""type"": ""Point""}";49.203566737807, -123.137394599578
1;Kitsilano;"{""coordinates"": [-123.149961147855, 49.2634653892904], ""type"": ""Point""}";49.2634653892904, -123.149961147855
1;Hastings-Sunrise;"{""coordinates"": [-123.049154217214, 49.268765743504], ""type"": ""Point""}";49.268765743504, -123.049154217214
7;Strathcona;"{""coordinates"": [-123.098589779021, 49.2797122348466], ""type"": ""Point""}";49.2797122348466, -123.098589779021
2;Mount Pleasant;"{""coordinates"": [-123.109875787628, 49.257982663087], ""type"": ""Point""}";49.257982663087, -123.109875787628
1;Downtown;"{""coordinates"": [-123.130435657319, 49.2731529307158], ""type"": ""Point""}";49.2731529307158, -123.130435657319
1;Renfrew-Collingwood;"{""coordinates"": [-123.042821710291, 49.2476822264932], ""type"": ""Point""}";49.2476822264932, -123.042821710291
1;Grandview-Woodland;"{""coordinates"": [-123.068946189014, 49.2736830782223], ""type"": ""Point""}";49.2736830782223, -123.068946189014
5;West Point Grey;"{""coordinates"": [-123.206518709138, 49.2640468530512], ""type"": ""Point""}";49.2640468530512, -123.206518709138
2;Fairview;"{""coordinates"": [-123.139179883781, 49.2584959368863], ""type"": ""Point""}";49.2584959368863, -123.139179883781
1;Mount Pleasant;"{""coordinates"": [-123.100814071519, 49.2590102630293], ""type"": ""Point""}";49.2590102630293, -123.100814071519
6;Kensington-Cedar Cottage;"{""coordinates"": [-123.086334862649, 49.2554305511664], ""type"": ""Point""}";49.2554305511664, -123.086334862649
6;Kensington-Cedar Cottage;"{""coordinates"": [-123.086497159702, 49.2555091379318], ""type"": ""Point""}";49.2555091379318, -123.086497159702
1;Fairview;"{""coordinates"": [-123.124856118381, 49.2645131344297], ""type"": ""Point""}";49.2645131344297, -123.124856118381
3;Grandview-Woodland;"{""coordinates"": [-123.073854164968, 49.2630715324551], ""type"": ""Point""}";49.2630715324551, -123.073854164968
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.059829816589, 49.2430151577695], ""type"": ""Point""}";49.2430151577695, -123.059829816589
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.060007036857, 49.2441394433412], ""type"": ""Point""}";49.2441394433412, -123.060007036857
1;Hastings-Sunrise;"{""coordinates"": [-123.037514033419, 49.2806766687801], ""type"": ""Point""}";49.2806766687801, -123.037514033419
1;Hastings-Sunrise;"{""coordinates"": [-123.039016311434, 49.2852019310611], ""type"": ""Point""}";49.2852019310611, -123.039016311434
1;Strathcona;"{""coordinates"": [-123.092516630529, 49.276878242452], ""type"": ""Point""}";49.276878242452, -123.092516630529
1;Victoria-Fraserview;"{""coordinates"": [-123.062344253379, 49.2322734965556], ""type"": ""Point""}";49.2322734965556, -123.062344253379
1;Grandview-Woodland;"{""coordinates"": [-123.073280200832, 49.2685324888639], ""type"": ""Point""}";49.2685324888639, -123.073280200832
2;Downtown;"{""coordinates"": [-123.111098653495, 49.2831158414883], ""type"": ""Point""}";49.2831158414883, -123.111098653495
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.09007787651, 49.236711987332], ""type"": ""Point""}";49.236711987332, -123.09007787651
5;Mount Pleasant;"{""coordinates"": [-123.113780261023, 49.2633696418956], ""type"": ""Point""}";49.2633696418956, -123.113780261023
1;Mount Pleasant;"{""coordinates"": [-123.10334718674, 49.2618915926985], ""type"": ""Point""}";49.2618915926985, -123.10334718674
1;Strathcona;"{""coordinates"": [-123.086936886292, 49.2776798813767], ""type"": ""Point""}";49.2776798813767, -123.086936886292
2;Strathcona;"{""coordinates"": [-123.098820946749, 49.2709125763001], ""type"": ""Point""}";49.2709125763001, -123.098820946749
2;Grandview-Woodland;"{""coordinates"": [-123.067869966299, 49.2799811627053], ""type"": ""Point""}";49.2799811627053, -123.067869966299
1;Grandview-Woodland;"{""coordinates"": [-123.070024018129, 49.275589409798], ""type"": ""Point""}";49.275589409798, -123.070024018129
1;Grandview-Woodland;"{""coordinates"": [-123.065586211445, 49.2639676405074], ""type"": ""Point""}";49.2639676405074, -123.065586211445
1;Grandview-Woodland;"{""coordinates"": [-123.059544977462, 49.2732165797098], ""type"": ""Point""}";49.2732165797098, -123.059544977462
14;Downtown;"{""coordinates"": [-123.100153101943, 49.2805927508645], ""type"": ""Point""}";49.2805927508645, -123.100153101943
1;Kitsilano;"{""coordinates"": [-123.165057237258, 49.2597639958239], ""type"": ""Point""}";49.2597639958239, -123.165057237258
1;Renfrew-Collingwood;"{""coordinates"": [-123.034839083733, 49.2404793398457], ""type"": ""Point""}";49.2404793398457, -123.034839083733
1;Hastings-Sunrise;"{""coordinates"": [-123.032199044961, 49.2798413337342], ""type"": ""Point""}";49.2798413337342, -123.032199044961
1;Hastings-Sunrise;"{""coordinates"": [-123.032122640479, 49.2776811534796], ""type"": ""Point""}";49.2776811534796, -123.032122640479
1;Mount Pleasant;"{""coordinates"": [-123.107393952125, 49.2706098207733], ""type"": ""Point""}";49.2706098207733, -123.107393952125
1;Renfrew-Collingwood;"{""coordinates"": [-123.025823150463, 49.2361191667946], ""type"": ""Point""}";49.2361191667946, -123.025823150463
1;Grandview-Woodland;"{""coordinates"": [-123.060387053112, 49.2736213579706], ""type"": ""Point""}";49.2736213579706, -123.060387053112
2;Kensington-Cedar Cottage;"{""coordinates"": [-123.073525449637, 49.2589344677458], ""type"": ""Point""}";49.2589344677458, -123.073525449637
1;Grandview-Woodland;"{""coordinates"": [-123.066569423823, 49.268022096768], ""type"": ""Point""}";49.268022096768, -123.066569423823
1;Grandview-Woodland;"{""coordinates"": [-123.072185075017, 49.2684499636562], ""type"": ""Point""}";49.2684499636562, -123.072185075017
1;Dunbar-Southlands;"{""coordinates"": [-123.185607523924, 49.2458309378285], ""type"": ""Point""}";49.2458309378285, -123.185607523924
2;Mount Pleasant;"{""coordinates"": [-123.079970408819, 49.2589943674162], ""type"": ""Point""}";49.2589943674162, -123.079970408819
1;Grandview-Woodland;"{""coordinates"": [-123.070415126069, 49.2711607324243], ""type"": ""Point""}";49.2711607324243, -123.070415126069
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.068001478602, 49.2592790753703], ""type"": ""Point""}";49.2592790753703, -123.068001478602
1;Sunset;"{""coordinates"": [-123.092049267758, 49.2215260307302], ""type"": ""Point""}";49.2215260307302, -123.092049267758
1;Strathcona;"{""coordinates"": [-123.095060570101, 49.2833560531805], ""type"": ""Point""}";49.2833560531805, -123.095060570101
2;Strathcona;"{""coordinates"": [-123.093871586615, 49.2769172591631], ""type"": ""Point""}";49.2769172591631, -123.093871586615
5;Strathcona;"{""coordinates"": [-123.092803163491, 49.281892655041], ""type"": ""Point""}";49.281892655041, -123.092803163491
1;Hastings-Sunrise;"{""coordinates"": [-123.05613929927, 49.2640027327344], ""type"": ""Point""}";49.2640027327344, -123.05613929927
2;Kerrisdale;"{""coordinates"": [-123.175156000562, 49.2308125424494], ""type"": ""Point""}";49.2308125424494, -123.175156000562
13;Strathcona;"{""coordinates"": [-123.097303495523, 49.2815848800886], ""type"": ""Point""}";49.2815848800886, -123.097303495523
1;Mount Pleasant;"{""coordinates"": [-123.105703794492, 49.2710650249939], ""type"": ""Point""}";49.2710650249939, -123.105703794492
1;Kitsilano;"{""coordinates"": [-123.152225345066, 49.2735304867011], ""type"": ""Point""}";49.2735304867011, -123.152225345066
9;Downtown;"{""coordinates"": [-123.10372797221, 49.2821072095572], ""type"": ""Point""}";49.2821072095572, -123.10372797221
1;Renfrew-Collingwood;"{""coordinates"": [-123.0530567063, 49.2399156311848], ""type"": ""Point""}";49.2399156311848, -123.0530567063
1;Downtown;"{""coordinates"": [-123.117743886233, 49.2785540484292], ""type"": ""Point""}";49.2785540484292, -123.117743886233
9;Hastings-Sunrise;"{""coordinates"": [-123.047002964444, 49.2808660731587], ""type"": ""Point""}";49.2808660731587, -123.047002964444
5;Downtown;"{""coordinates"": [-123.117330694575, 49.2852306087902], ""type"": ""Point""}";49.2852306087902, -123.117330694575
3;Downtown;"{""coordinates"": [-123.112481276352, 49.2827595992191], ""type"": ""Point""}";49.2827595992191, -123.112481276352
6;Kensington-Cedar Cottage;"{""coordinates"": [-123.06211583849, 49.24406032208], ""type"": ""Point""}";49.24406032208, -123.06211583849
8;Mount Pleasant;"{""coordinates"": [-123.100371275821, 49.2657604904532], ""type"": ""Point""}";49.2657604904532, -123.100371275821
1;Downtown;"{""coordinates"": [-123.118170263779, 49.2723792531818], ""type"": ""Point""}";49.2723792531818, -123.118170263779
3;Kensington-Cedar Cottage;"{""coordinates"": [-123.065012708617, 49.2380023861143], ""type"": ""Point""}";49.2380023861143, -123.065012708617
4;Grandview-Woodland;"{""coordinates"": [-123.069180272047, 49.2727630992135], ""type"": ""Point""}";49.2727630992135, -123.069180272047
2;Victoria-Fraserview;"{""coordinates"": [-123.076817262031, 49.2250357478088], ""type"": ""Point""}";49.2250357478088, -123.076817262031
1;Strathcona;"{""coordinates"": [-123.09811908542, 49.2680644137171], ""type"": ""Point""}";49.2680644137171, -123.09811908542
4;Grandview-Woodland;"{""coordinates"": [-123.069136579736, 49.2653134388239], ""type"": ""Point""}";49.2653134388239, -123.069136579736
1;West End;"{""coordinates"": [-123.136618559541, 49.2793737028081], ""type"": ""Point""}";49.2793737028081, -123.136618559541
1;Marpole;"{""coordinates"": [-123.141286765199, 49.2092943944765], ""type"": ""Point""}";49.2092943944765, -123.141286765199
2;Mount Pleasant;"{""coordinates"": [-123.101901006575, 49.2679686965711], ""type"": ""Point""}";49.2679686965711, -123.101901006575
1;West End;"{""coordinates"": [-123.139421954955, 49.2818857846715], ""type"": ""Point""}";49.2818857846715, -123.139421954955
1;Fairview;"{""coordinates"": [-123.133533579363, 49.2693130761734], ""type"": ""Point""}";49.2693130761734, -123.133533579363
7;Dunbar-Southlands;"{""coordinates"": [-123.185081765877, 49.2349577421588], ""type"": ""Point""}";49.2349577421588, -123.185081765877
4;Grandview-Woodland;"{""coordinates"": [-123.068515916518, 49.2815198474257], ""type"": ""Point""}";49.2815198474257, -123.068515916518
2;Dunbar-Southlands;"{""coordinates"": [-123.184052146115, 49.234484284728], ""type"": ""Point""}";49.234484284728, -123.184052146115
1;Downtown;"{""coordinates"": [-123.100607832586, 49.2837890167455], ""type"": ""Point""}";49.2837890167455, -123.100607832586
2;Sunset;"{""coordinates"": [-123.077294616222, 49.2178708760379], ""type"": ""Point""}";49.2178708760379, -123.077294616222
3;Kensington-Cedar Cottage;"{""coordinates"": [-123.065072007162, 49.2350487004281], ""type"": ""Point""}";49.2350487004281, -123.065072007162
13;Kensington-Cedar Cottage;"{""coordinates"": [-123.086278480293, 49.2547144929303], ""type"": ""Point""}";49.2547144929303, -123.086278480293
1;Riley Park;"{""coordinates"": [-123.100129896802, 49.2554282704574], ""type"": ""Point""}";49.2554282704574, -123.100129896802
1;Grandview-Woodland;"{""coordinates"": [-123.068522068822, 49.2809090712524], ""type"": ""Point""}";49.2809090712524, -123.068522068822
1;Riley Park;"{""coordinates"": [-123.100582295599, 49.2515666336645], ""type"": ""Point""}";49.2515666336645, -123.100582295599
3;Kensington-Cedar Cottage;"{""coordinates"": [-123.065877807457, 49.2346915461001], ""type"": ""Point""}";49.2346915461001, -123.065877807457
2;Strathcona;"{""coordinates"": [-123.079720610258, 49.2770557643843], ""type"": ""Point""}";49.2770557643843, -123.079720610258
1;Grandview-Woodland;"{""coordinates"": [-123.059625944322, 49.2759272286436], ""type"": ""Point""}";49.2759272286436, -123.059625944322
1;Grandview-Woodland;"{""coordinates"": [-123.066173519804, 49.2841595512462], ""type"": ""Point""}";49.2841595512462, -123.066173519804
2;Strathcona;"{""coordinates"": [-123.088559392941, 49.2804218916441], ""type"": ""Point""}";49.2804218916441, -123.088559392941
1;Riley Park;"{""coordinates"": [-123.097025047409, 49.2484802921326], ""type"": ""Point""}";49.2484802921326, -123.097025047409
1;Strathcona;"{""coordinates"": [-123.092288852135, 49.2772633285415], ""type"": ""Point""}";49.2772633285415, -123.092288852135
1;Strathcona;"{""coordinates"": [-123.09104618162, 49.279052511704], ""type"": ""Point""}";49.279052511704, -123.09104618162
1;Grandview-Woodland;"{""coordinates"": [-123.073055538978, 49.2707871598976], ""type"": ""Point""}";49.2707871598976, -123.073055538978
1;Downtown;"{""coordinates"": [-123.100102050759, 49.2818631121512], ""type"": ""Point""}";49.2818631121512, -123.100102050759
1;Kitsilano;"{""coordinates"": [-123.151555061493, 49.2678439924305], ""type"": ""Point""}";49.2678439924305, -123.151555061493
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.070732927344, 49.2616347380832], ""type"": ""Point""}";49.2616347380832, -123.070732927344
2;Downtown;"{""coordinates"": [-123.100654361994, 49.2801470179472], ""type"": ""Point""}";49.2801470179472, -123.100654361994
1;Riley Park;"{""coordinates"": [-123.098511904718, 49.2495746077315], ""type"": ""Point""}";49.2495746077315, -123.098511904718
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.068992642786, 49.2428728717877], ""type"": ""Point""}";49.2428728717877, -123.068992642786
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.068209181297, 49.2387709677177], ""type"": ""Point""}";49.2387709677177, -123.068209181297
1;Grandview-Woodland;"{""coordinates"": [-123.076197058368, 49.2756104206107], ""type"": ""Point""}";49.2756104206107, -123.076197058368
5;Grandview-Woodland;"{""coordinates"": [-123.070653265705, 49.2819349290514], ""type"": ""Point""}";49.2819349290514, -123.070653265705
2;Grandview-Woodland;"{""coordinates"": [-123.065498064482, 49.2685144135243], ""type"": ""Point""}";49.2685144135243, -123.065498064482
1;Fairview;"{""coordinates"": [-123.13803381329, 49.2740725873626], ""type"": ""Point""}";49.2740725873626, -123.13803381329
1;Fairview;"{""coordinates"": [-123.138928936957, 49.2743642900477], ""type"": ""Point""}";49.2743642900477, -123.138928936957
1;Fairview;"{""coordinates"": [-123.13752273872, 49.2745980931326], ""type"": ""Point""}";49.2745980931326, -123.13752273872
1;Kitsilano;"{""coordinates"": [-123.139374326036, 49.2755722214489], ""type"": ""Point""}";49.2755722214489, -123.139374326036
1;West End;"{""coordinates"": [-123.13785455909, 49.2757054283275], ""type"": ""Point""}";49.2757054283275, -123.13785455909
8;Strathcona;"{""coordinates"": [-123.078844721246, 49.2816386991242], ""type"": ""Point""}";49.2816386991242, -123.078844721246
2;Downtown;"{""coordinates"": [-123.109436135471, 49.2833207639033], ""type"": ""Point""}";49.2833207639033, -123.109436135471
1;Grandview-Woodland;"{""coordinates"": [-123.071475117394, 49.2769332024984], ""type"": ""Point""}";49.2769332024984, -123.071475117394
1;Strathcona;"{""coordinates"": [-123.097831251083, 49.2800855408638], ""type"": ""Point""}";49.2800855408638, -123.097831251083
1;Riley Park;"{""coordinates"": [-123.111974256453, 49.2492765479035], ""type"": ""Point""}";49.2492765479035, -123.111974256453
1;Strathcona;"{""coordinates"": [-123.088264318716, 49.2823244445335], ""type"": ""Point""}";49.2823244445335, -123.088264318716
1;Dunbar-Southlands;"{""coordinates"": [-123.192797218131, 49.232596344643], ""type"": ""Point""}";49.232596344643, -123.192797218131
1;Hastings-Sunrise;"{""coordinates"": [-123.047256778544, 49.2808659696358], ""type"": ""Point""}";49.2808659696358, -123.047256778544
1;Renfrew-Collingwood;"{""coordinates"": [-123.04975114469, 49.2439267024266], ""type"": ""Point""}";49.2439267024266, -123.04975114469
2;Grandview-Woodland;"{""coordinates"": [-123.070159969727, 49.2824309627438], ""type"": ""Point""}";49.2824309627438, -123.070159969727
1;Oakridge;"{""coordinates"": [-123.139338259243, 49.2271756242394], ""type"": ""Point""}";49.2271756242394, -123.139338259243
2;Kensington-Cedar Cottage;"{""coordinates"": [-123.081361624123, 49.253437122764], ""type"": ""Point""}";49.253437122764, -123.081361624123
1;Renfrew-Collingwood;"{""coordinates"": [-123.04326985296, 49.2464785157426], ""type"": ""Point""}";49.2464785157426, -123.04326985296
1;Downtown;"{""coordinates"": [-123.122128825742, 49.2794342721922], ""type"": ""Point""}";49.2794342721922, -123.122128825742
3;Fairview;"{""coordinates"": [-123.13886979831, 49.2666422725268], ""type"": ""Point""}";49.2666422725268, -123.13886979831
1;Mount Pleasant;"{""coordinates"": [-123.101813943661, 49.2698740730855], ""type"": ""Point""}";49.2698740730855, -123.101813943661
1;Grandview-Woodland;"{""coordinates"": [-123.058910919841, 49.2808771848919], ""type"": ""Point""}";49.2808771848919, -123.058910919841
3;Mount Pleasant;"{""coordinates"": [-123.101435554713, 49.2616434268778], ""type"": ""Point""}";49.2616434268778, -123.101435554713
1;Riley Park;"{""coordinates"": [-123.114684393602, 49.2486245598117], ""type"": ""Point""}";49.2486245598117, -123.114684393602
1;Hastings-Sunrise;"{""coordinates"": [-123.052403257542, 49.2669189148558], ""type"": ""Point""}";49.2669189148558, -123.052403257542
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.085349498949, 49.2557118531211], ""type"": ""Point""}";49.2557118531211, -123.085349498949
4;Downtown;"{""coordinates"": [-123.1041269602, 49.2817925052458], ""type"": ""Point""}";49.2817925052458, -123.1041269602
1;Downtown;"{""coordinates"": [-123.128696221411, 49.278423902515], ""type"": ""Point""}";49.278423902515, -123.128696221411
1;Grandview-Woodland;"{""coordinates"": [-123.066315750504, 49.2741698452975], ""type"": ""Point""}";49.2741698452975, -123.066315750504
2;Mount Pleasant;"{""coordinates"": [-123.102256992318, 49.2643617648977], ""type"": ""Point""}";49.2643617648977, -123.102256992318
1;Hastings-Sunrise;"{""coordinates"": [-123.048896416678, 49.2781190591952], ""type"": ""Point""}";49.2781190591952, -123.048896416678
1;Hastings-Sunrise;"{""coordinates"": [-123.027110808462, 49.2751760200608], ""type"": ""Point""}";49.2751760200608, -123.027110808462
1;Hastings-Sunrise;"{""coordinates"": [-123.047610405414, 49.2755584965927], ""type"": ""Point""}";49.2755584965927, -123.047610405414
1;Grandview-Woodland;"{""coordinates"": [-123.075252564609, 49.2825082472828], ""type"": ""Point""}";49.2825082472828, -123.075252564609
1;Dunbar-Southlands;"{""coordinates"": [-123.183152615729, 49.2567079116814], ""type"": ""Point""}";49.2567079116814, -123.183152615729
1;Renfrew-Collingwood;"{""coordinates"": [-123.04852084276, 49.2565860710112], ""type"": ""Point""}";49.2565860710112, -123.04852084276
5;Fairview;"{""coordinates"": [-123.137158649957, 49.2638643124127], ""type"": ""Point""}";49.2638643124127, -123.137158649957
4;Mount Pleasant;"{""coordinates"": [-123.078972814579, 49.26268538319], ""type"": ""Point""}";49.26268538319, -123.078972814579
13;Downtown;"{""coordinates"": [-123.125072580322, 49.2762235934353], ""type"": ""Point""}";49.2762235934353, -123.125072580322
2;West End;"{""coordinates"": [-123.130767773073, 49.2796932976886], ""type"": ""Point""}";49.2796932976886, -123.130767773073
3;Sunset;"{""coordinates"": [-123.090310512, 49.2270575853197], ""type"": ""Point""}";49.2270575853197, -123.090310512
2;Kitsilano;"{""coordinates"": [-123.157021355411, 49.2679308099265], ""type"": ""Point""}";49.2679308099265, -123.157021355411
1;Riley Park;"{""coordinates"": [-123.105322351427, 49.255391243922], ""type"": ""Point""}";49.255391243922, -123.105322351427
2;Grandview-Woodland;"{""coordinates"": [-123.062646312692, 49.2768654654465], ""type"": ""Point""}";49.2768654654465, -123.062646312692
4;Fairview;"{""coordinates"": [-123.115846032815, 49.2628908251594], ""type"": ""Point""}";49.2628908251594, -123.115846032815
1;Grandview-Woodland;"{""coordinates"": [-123.063023092061, 49.2841649554858], ""type"": ""Point""}";49.2841649554858, -123.063023092061
14;Kensington-Cedar Cottage;"{""coordinates"": [-123.080921922212, 49.2521978720042], ""type"": ""Point""}";49.2521978720042, -123.080921922212
1;Downtown;"{""coordinates"": [-123.115938716927, 49.2771889745921], ""type"": ""Point""}";49.2771889745921, -123.115938716927
1;Fairview;"{""coordinates"": [-123.116152122737, 49.2597233313903], ""type"": ""Point""}";49.2597233313903, -123.116152122737
1;Grandview-Woodland;"{""coordinates"": [-123.070008303667, 49.2691969239081], ""type"": ""Point""}";49.2691969239081, -123.070008303667
2;Sunset;"{""coordinates"": [-123.101654656575, 49.2152868412229], ""type"": ""Point""}";49.2152868412229, -123.101654656575
1;Downtown;"{""coordinates"": [-123.100988129945, 49.2825671132393], ""type"": ""Point""}";49.2825671132393, -123.100988129945
1;Strathcona;"{""coordinates"": [-123.094674129799, 49.2799908788468], ""type"": ""Point""}";49.2799908788468, -123.094674129799
3;Fairview;"{""coordinates"": [-123.141507951532, 49.2676898551665], ""type"": ""Point""}";49.2676898551665, -123.141507951532
4;Strathcona;"{""coordinates"": [-123.07751769335, 49.2832728329884], ""type"": ""Point""}";49.2832728329884, -123.07751769335
1;Grandview-Woodland;"{""coordinates"": [-123.070058366064, 49.2782044688409], ""type"": ""Point""}";49.2782044688409, -123.070058366064
6;Strathcona;"{""coordinates"": [-123.097402394289, 49.2788540041539], ""type"": ""Point""}";49.2788540041539, -123.097402394289
13;Hastings-Sunrise;"{""coordinates"": [-123.027492172219, 49.2814073145207], ""type"": ""Point""}";49.2814073145207, -123.027492172219
2;Mount Pleasant;"{""coordinates"": [-123.101323618943, 49.2643132484902], ""type"": ""Point""}";49.2643132484902, -123.101323618943
2;Kitsilano;"{""coordinates"": [-123.164344012197, 49.2636950116965], ""type"": ""Point""}";49.2636950116965, -123.164344012197
5;Mount Pleasant;"{""coordinates"": [-123.106186828359, 49.2632519087078], ""type"": ""Point""}";49.2632519087078, -123.106186828359
1;Fairview;"{""coordinates"": [-123.142932989585, 49.2643165546955], ""type"": ""Point""}";49.2643165546955, -123.142932989585
1;Riley Park;"{""coordinates"": [-123.100239561828, 49.2495922365339], ""type"": ""Point""}";49.2495922365339, -123.100239561828
2;Hastings-Sunrise;"{""coordinates"": [-123.051536870389, 49.2814155532835], ""type"": ""Point""}";49.2814155532835, -123.051536870389
6;Kensington-Cedar Cottage;"{""coordinates"": [-123.068850823456, 49.2465737126878], ""type"": ""Point""}";49.2465737126878, -123.068850823456
2;Grandview-Woodland;"{""coordinates"": [-123.069906047288, 49.27548261842], ""type"": ""Point""}";49.27548261842, -123.069906047288
2;Grandview-Woodland;"{""coordinates"": [-123.06649018923, 49.2843635598773], ""type"": ""Point""}";49.2843635598773, -123.06649018923
7;Hastings-Sunrise;"{""coordinates"": [-123.054043291527, 49.2814143362589], ""type"": ""Point""}";49.2814143362589, -123.054043291527
1;Grandview-Woodland;"{""coordinates"": [-123.067818343507, 49.2727652468878], ""type"": ""Point""}";49.2727652468878, -123.067818343507
1;Grandview-Woodland;"{""coordinates"": [-123.061506326447, 49.2751481234657], ""type"": ""Point""}";49.2751481234657, -123.061506326447
1;Grandview-Woodland;"{""coordinates"": [-123.064884700956, 49.2741819377197], ""type"": ""Point""}";49.2741819377197, -123.064884700956
2;Grandview-Woodland;"{""coordinates"": [-123.058397349763, 49.2754025552539], ""type"": ""Point""}";49.2754025552539, -123.058397349763
1;Mount Pleasant;"{""coordinates"": [-123.089778059142, 49.2631640161825], ""type"": ""Point""}";49.2631640161825, -123.089778059142
3;Kensington-Cedar Cottage;"{""coordinates"": [-123.065688766045, 49.2450925368798], ""type"": ""Point""}";49.2450925368798, -123.065688766045
1;Downtown;"{""coordinates"": [-123.122596505606, 49.2753267642819], ""type"": ""Point""}";49.2753267642819, -123.122596505606
1;Downtown;"{""coordinates"": [-123.122526236219, 49.2791991671711], ""type"": ""Point""}";49.2791991671711, -123.122526236219
7;Mount Pleasant;"{""coordinates"": [-123.100643186509, 49.263619485312], ""type"": ""Point""}";49.263619485312, -123.100643186509
2;Mount Pleasant;"{""coordinates"": [-123.101546563356, 49.2608385099836], ""type"": ""Point""}";49.2608385099836, -123.101546563356
1;Riley Park;"{""coordinates"": [-123.114903643276, 49.2512741111715], ""type"": ""Point""}";49.2512741111715, -123.114903643276
