COUNT;Geo Local Area;Geom;geo_point_2d
8;Riley Park;"{""coordinates"": [-123.100708528628, 49.2480093250528], ""type"": ""Point""}";49.2480093250528, -123.100708528628
2;Mount Pleasant;"{""coordinates"": [-123.105761979743, 49.268554970177], ""type"": ""Point""}";49.268554970177, -123.105761979743
6;Grandview-Woodland;"{""coordinates"": [-123.062766857684, 49.2845357050356], ""type"": ""Point""}";49.2845357050356, -123.062766857684
2;Strathcona;"{""coordinates"": [-123.098808693519, 49.2816123693713], ""type"": ""Point""}";49.2816123693713, -123.098808693519
8;Downtown;"{""coordinates"": [-123.100924275174, 49.2816641342337], ""type"": ""Point""}";49.2816641342337, -123.100924275174
13;Downtown;"{""coordinates"": [-123.124698501144, 49.2785497028978], ""type"": ""Point""}";49.2785497028978, -123.124698501144
2;Downtown;"{""coordinates"": [-123.114768549121, 49.2850807857077], ""type"": ""Point""}";49.2850807857077, -123.114768549121
2;Mount Pleasant;"{""coordinates"": [-123.090369373734, 49.2574051632251], ""type"": ""Point""}";49.2574051632251, -123.090369373734
2;Mount Pleasant;"{""coordinates"": [-123.090509624623, 49.2574452620513], ""type"": ""Point""}";49.2574452620513, -123.090509624623
6;Downtown;"{""coordinates"": [-123.108413374474, 49.2819153321785], ""type"": ""Point""}";49.2819153321785, -123.108413374474
1;Downtown;"{""coordinates"": [-123.124749441321, 49.2790406859626], ""type"": ""Point""}";49.2790406859626, -123.124749441321
3;Kitsilano;"{""coordinates"": [-123.169623507894, 49.2643475849174], ""type"": ""Point""}";49.2643475849174, -123.169623507894
5;Downtown;"{""coordinates"": [-123.127982640884, 49.2763648066074], ""type"": ""Point""}";49.2763648066074, -123.127982640884
5;Downtown;"{""coordinates"": [-123.127906478121, 49.2764134649507], ""type"": ""Point""}";49.2764134649507, -123.127906478121
7;Strathcona;"{""coordinates"": [-123.078264898983, 49.2826376477821], ""type"": ""Point""}";49.2826376477821, -123.078264898983
1;Fairview;"{""coordinates"": [-123.119199180496, 49.2639420665055], ""type"": ""Point""}";49.2639420665055, -123.119199180496
4;Mount Pleasant;"{""coordinates"": [-123.093628654821, 49.2622081696951], ""type"": ""Point""}";49.2622081696951, -123.093628654821
1;Mount Pleasant;"{""coordinates"": [-123.09931004408, 49.2633131287616], ""type"": ""Point""}";49.2633131287616, -123.09931004408
10;Mount Pleasant;"{""coordinates"": [-123.100417507406, 49.2674772743505], ""type"": ""Point""}";49.2674772743505, -123.100417507406
15;Grandview-Woodland;"{""coordinates"": [-123.061061887426, 49.281440938387], ""type"": ""Point""}";49.281440938387, -123.061061887426
1;Downtown;"{""coordinates"": [-123.102852890359, 49.2806962435694], ""type"": ""Point""}";49.2806962435694, -123.102852890359
3;Strathcona;"{""coordinates"": [-123.090389200882, 49.2832789710579], ""type"": ""Point""}";49.2832789710579, -123.090389200882
4;Kitsilano;"{""coordinates"": [-123.148161269639, 49.2726794539719], ""type"": ""Point""}";49.2726794539719, -123.148161269639
1;Downtown;"{""coordinates"": [-123.120461388537, 49.2828788374045], ""type"": ""Point""}";49.2828788374045, -123.120461388537
4;Sunset;"{""coordinates"": [-123.090379427424, 49.2257676376139], ""type"": ""Point""}";49.2257676376139, -123.090379427424
4;Sunset;"{""coordinates"": [-123.090371355112, 49.2258598453904], ""type"": ""Point""}";49.2258598453904, -123.090371355112
3;Dunbar-Southlands;"{""coordinates"": [-123.185528741508, 49.2560177850811], ""type"": ""Point""}";49.2560177850811, -123.185528741508
1;Downtown;"{""coordinates"": [-123.121573032359, 49.2811614292308], ""type"": ""Point""}";49.2811614292308, -123.121573032359
3;Mount Pleasant;"{""coordinates"": [-123.101109100879, 49.2698548486166], ""type"": ""Point""}";49.2698548486166, -123.101109100879
1;Grandview-Woodland;"{""coordinates"": [-123.075874118369, 49.2834163534623], ""type"": ""Point""}";49.2834163534623, -123.075874118369
1;Grandview-Woodland;"{""coordinates"": [-123.075455467258, 49.2834517087754], ""type"": ""Point""}";49.2834517087754, -123.075455467258
1;Grandview-Woodland;"{""coordinates"": [-123.075265052051, 49.2834675835078], ""type"": ""Point""}";49.2834675835078, -123.075265052051
1;Grandview-Woodland;"{""coordinates"": [-123.068808514635, 49.284380615762], ""type"": ""Point""}";49.284380615762, -123.068808514635
1;West Point Grey;"{""coordinates"": [-123.210153445368, 49.2635527855859], ""type"": ""Point""}";49.2635527855859, -123.210153445368
8;Downtown;"{""coordinates"": [-123.108858984246, 49.2830126396145], ""type"": ""Point""}";49.2830126396145, -123.108858984246
3;Downtown;"{""coordinates"": [-123.129295357422, 49.2785739029889], ""type"": ""Point""}";49.2785739029889, -123.129295357422
3;Downtown;"{""coordinates"": [-123.129073709265, 49.2787198727643], ""type"": ""Point""}";49.2787198727643, -123.129073709265
3;Renfrew-Collingwood;"{""coordinates"": [-123.049952356012, 49.2377712359548], ""type"": ""Point""}";49.2377712359548, -123.049952356012
1;Downtown;"{""coordinates"": [-123.117897724969, 49.2818316993831], ""type"": ""Point""}";49.2818316993831, -123.117897724969
3;Riley Park;"{""coordinates"": [-123.114961414458, 49.2498433808711], ""type"": ""Point""}";49.2498433808711, -123.114961414458
2;South Cambie;"{""coordinates"": [-123.126845402731, 49.2568617366125], ""type"": ""Point""}";49.2568617366125, -123.126845402731
2;South Cambie;"{""coordinates"": [-123.115614949333, 49.2554017049308], ""type"": ""Point""}";49.2554017049308, -123.115614949333
2;Fairview;"{""coordinates"": [-123.139738119296, 49.2639040656989], ""type"": ""Point""}";49.2639040656989, -123.139738119296
11;Downtown;"{""coordinates"": [-123.111926364132, 49.2836865871596], ""type"": ""Point""}";49.2836865871596, -123.111926364132
4;Downtown;"{""coordinates"": [-123.114509746347, 49.2840641201012], ""type"": ""Point""}";49.2840641201012, -123.114509746347
3;Kitsilano;"{""coordinates"": [-123.155879568135, 49.2679121167509], ""type"": ""Point""}";49.2679121167509, -123.155879568135
3;Kitsilano;"{""coordinates"": [-123.155380944472, 49.2679753140166], ""type"": ""Point""}";49.2679753140166, -123.155380944472
2;Mount Pleasant;"{""coordinates"": [-123.104435923089, 49.2649172037749], ""type"": ""Point""}";49.2649172037749, -123.104435923089
2;Fairview;"{""coordinates"": [-123.135437717516, 49.2664354360289], ""type"": ""Point""}";49.2664354360289, -123.135437717516
1;Fairview;"{""coordinates"": [-123.135198700037, 49.2705057200299], ""type"": ""Point""}";49.2705057200299, -123.135198700037
1;Grandview-Woodland;"{""coordinates"": [-123.069196544132, 49.2714231747553], ""type"": ""Point""}";49.2714231747553, -123.069196544132
4;Kensington-Cedar Cottage;"{""coordinates"": [-123.064179879348, 49.244337344532], ""type"": ""Point""}";49.244337344532, -123.064179879348
8;Kensington-Cedar Cottage;"{""coordinates"": [-123.059037938864, 49.2426161496478], ""type"": ""Point""}";49.2426161496478, -123.059037938864
2;Riley Park;"{""coordinates"": [-123.101668283647, 49.2457520485003], ""type"": ""Point""}";49.2457520485003, -123.101668283647
1;Riley Park;"{""coordinates"": [-123.101860905229, 49.2412525421115], ""type"": ""Point""}";49.2412525421115, -123.101860905229
1;West End;"{""coordinates"": [-123.141444306102, 49.2872327034416], ""type"": ""Point""}";49.2872327034416, -123.141444306102
2;Kensington-Cedar Cottage;"{""coordinates"": [-123.064968344965, 49.2620202397429], ""type"": ""Point""}";49.2620202397429, -123.064968344965
1;Grandview-Woodland;"{""coordinates"": [-123.05926398041, 49.2845398394201], ""type"": ""Point""}";49.2845398394201, -123.05926398041
5;West End;"{""coordinates"": [-123.136487800354, 49.2820170012407], ""type"": ""Point""}";49.2820170012407, -123.136487800354
1;Downtown;"{""coordinates"": [-123.122218569777, 49.2889218016672], ""type"": ""Point""}";49.2889218016672, -123.122218569777
4;Mount Pleasant;"{""coordinates"": [-123.106368679012, 49.2677776688312], ""type"": ""Point""}";49.2677776688312, -123.106368679012
8;Mount Pleasant;"{""coordinates"": [-123.109141487646, 49.2633075973236], ""type"": ""Point""}";49.2633075973236, -123.109141487646
8;Mount Pleasant;"{""coordinates"": [-123.109262458045, 49.2633097317913], ""type"": ""Point""}";49.2633097317913, -123.109262458045
8;Dunbar-Southlands;"{""coordinates"": [-123.17285210422, 49.235014594243], ""type"": ""Point""}";49.235014594243, -123.17285210422
1;Strathcona;"{""coordinates"": [-123.079635388816, 49.2812599097261], ""type"": ""Point""}";49.2812599097261, -123.079635388816
3;Strathcona;"{""coordinates"": [-123.089771478886, 49.2808403025697], ""type"": ""Point""}";49.2808403025697, -123.089771478886
1;Fairview;"{""coordinates"": [-123.140068152616, 49.2664906690938], ""type"": ""Point""}";49.2664906690938, -123.140068152616
5;West End;"{""coordinates"": [-123.13758470072, 49.2841228026379], ""type"": ""Point""}";49.2841228026379, -123.13758470072
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.074271818259, 49.2497177314976], ""type"": ""Point""}";49.2497177314976, -123.074271818259
1;Fairview;"{""coordinates"": [-123.139187284272, 49.2690342181814], ""type"": ""Point""}";49.2690342181814, -123.139187284272
1;Fairview;"{""coordinates"": [-123.139498649561, 49.2690396805674], ""type"": ""Point""}";49.2690396805674, -123.139498649561
1;Renfrew-Collingwood;"{""coordinates"": [-123.032789640385, 49.2601389943771], ""type"": ""Point""}";49.2601389943771, -123.032789640385
8;Dunbar-Southlands;"{""coordinates"": [-123.185678626033, 49.2464353125624], ""type"": ""Point""}";49.2464353125624, -123.185678626033
10;Kensington-Cedar Cottage;"{""coordinates"": [-123.08074726018, 49.2521170372022], ""type"": ""Point""}";49.2521170372022, -123.08074726018
11;Strathcona;"{""coordinates"": [-123.098193207839, 49.2838019240292], ""type"": ""Point""}";49.2838019240292, -123.098193207839
2;Downtown;"{""coordinates"": [-123.100134956534, 49.2807983154256], ""type"": ""Point""}";49.2807983154256, -123.100134956534
2;Downtown;"{""coordinates"": [-123.100129597923, 49.2808680327047], ""type"": ""Point""}";49.2808680327047, -123.100129597923
3;Strathcona;"{""coordinates"": [-123.092490348157, 49.2818875177376], ""type"": ""Point""}";49.2818875177376, -123.092490348157
1;West End;"{""coordinates"": [-123.129820054316, 49.2866934501695], ""type"": ""Point""}";49.2866934501695, -123.129820054316
1;West End;"{""coordinates"": [-123.129836688256, 49.2867439843416], ""type"": ""Point""}";49.2867439843416, -123.129836688256
1;Killarney;"{""coordinates"": [-123.024024752424, 49.2317725821211], ""type"": ""Point""}";49.2317725821211, -123.024024752424
5;Grandview-Woodland;"{""coordinates"": [-123.073394847134, 49.2818228494021], ""type"": ""Point""}";49.2818228494021, -123.073394847134
4;Mount Pleasant;"{""coordinates"": [-123.10319554545, 49.2661945846313], ""type"": ""Point""}";49.2661945846313, -123.10319554545
13;Kensington-Cedar Cottage;"{""coordinates"": [-123.057125728394, 49.2617619843109], ""type"": ""Point""}";49.2617619843109, -123.057125728394
10;Downtown;"{""coordinates"": [-123.103819542695, 49.2811102457456], ""type"": ""Point""}";49.2811102457456, -123.103819542695
6;Strathcona;"{""coordinates"": [-123.080869863478, 49.2761563288261], ""type"": ""Point""}";49.2761563288261, -123.080869863478
6;Strathcona;"{""coordinates"": [-123.080209238121, 49.2765624811355], ""type"": ""Point""}";49.2765624811355, -123.080209238121
6;Strathcona;"{""coordinates"": [-123.080618671227, 49.2765693023944], ""type"": ""Point""}";49.2765693023944, -123.080618671227
6;Strathcona;"{""coordinates"": [-123.08098190191, 49.2765709283902], ""type"": ""Point""}";49.2765709283902, -123.08098190191
7;Strathcona;"{""coordinates"": [-123.097580318838, 49.2800808056943], ""type"": ""Point""}";49.2800808056943, -123.097580318838
1;Fairview;"{""coordinates"": [-123.139097307297, 49.2605423575636], ""type"": ""Point""}";49.2605423575636, -123.139097307297
5;Downtown;"{""coordinates"": [-123.105984888473, 49.2830644431251], ""type"": ""Point""}";49.2830644431251, -123.105984888473
3;Mount Pleasant;"{""coordinates"": [-123.106296001766, 49.2653382460992], ""type"": ""Point""}";49.2653382460992, -123.106296001766
1;Kitsilano;"{""coordinates"": [-123.167485360459, 49.268083309513], ""type"": ""Point""}";49.268083309513, -123.167485360459
1;Strathcona;"{""coordinates"": [-123.094279656559, 49.2809163555511], ""type"": ""Point""}";49.2809163555511, -123.094279656559
5;Downtown;"{""coordinates"": [-123.101335160541, 49.278968908765], ""type"": ""Point""}";49.278968908765, -123.101335160541
1;Grandview-Woodland;"{""coordinates"": [-123.06996737734, 49.2728975531288], ""type"": ""Point""}";49.2728975531288, -123.06996737734
3;Hastings-Sunrise;"{""coordinates"": [-123.041338860037, 49.2806621228381], ""type"": ""Point""}";49.2806621228381, -123.041338860037
1;Kitsilano;"{""coordinates"": [-123.164675079115, 49.2581350666757], ""type"": ""Point""}";49.2581350666757, -123.164675079115
2;Kerrisdale;"{""coordinates"": [-123.15600044299, 49.23434840973], ""type"": ""Point""}";49.23434840973, -123.15600044299
7;Strathcona;"{""coordinates"": [-123.079406054036, 49.2806735729618], ""type"": ""Point""}";49.2806735729618, -123.079406054036
1;Kitsilano;"{""coordinates"": [-123.145895032724, 49.267759292983], ""type"": ""Point""}";49.267759292983, -123.145895032724
2;West End;"{""coordinates"": [-123.132937154482, 49.2894556238527], ""type"": ""Point""}";49.2894556238527, -123.132937154482
1;Dunbar-Southlands;"{""coordinates"": [-123.185547193243, 49.2401985824774], ""type"": ""Point""}";49.2401985824774, -123.185547193243
2;Kitsilano;"{""coordinates"": [-123.180214422108, 49.2640035049017], ""type"": ""Point""}";49.2640035049017, -123.180214422108
2;Kitsilano;"{""coordinates"": [-123.182113288519, 49.2647887237518], ""type"": ""Point""}";49.2647887237518, -123.182113288519
1;Fairview;"{""coordinates"": [-123.11520210301, 49.2651033721074], ""type"": ""Point""}";49.2651033721074, -123.11520210301
4;Downtown;"{""coordinates"": [-123.102629279, 49.2838276094093], ""type"": ""Point""}";49.2838276094093, -123.102629279
3;Downtown;"{""coordinates"": [-123.122974759437, 49.2827400389347], ""type"": ""Point""}";49.2827400389347, -123.122974759437
1;West Point Grey;"{""coordinates"": [-123.186979032401, 49.2628211385404], ""type"": ""Point""}";49.2628211385404, -123.186979032401
9;Strathcona;"{""coordinates"": [-123.089778918938, 49.2827271430843], ""type"": ""Point""}";49.2827271430843, -123.089778918938
1;West End;"{""coordinates"": [-123.13829162076, 49.2859427709006], ""type"": ""Point""}";49.2859427709006, -123.13829162076
1;West End;"{""coordinates"": [-123.138376601051, 49.2859919627137], ""type"": ""Point""}";49.2859919627137, -123.138376601051
1;West End;"{""coordinates"": [-123.138881429844, 49.2863570198271], ""type"": ""Point""}";49.2863570198271, -123.138881429844
1;West End;"{""coordinates"": [-123.139280230591, 49.2866142605016], ""type"": ""Point""}";49.2866142605016, -123.139280230591
1;West End;"{""coordinates"": [-123.135500951874, 49.2883390262319], ""type"": ""Point""}";49.2883390262319, -123.135500951874
6;Kensington-Cedar Cottage;"{""coordinates"": [-123.062967838803, 49.2444643945456], ""type"": ""Point""}";49.2444643945456, -123.062967838803
1;Fairview;"{""coordinates"": [-123.115524610591, 49.2625101999342], ""type"": ""Point""}";49.2625101999342, -123.115524610591
4;Downtown;"{""coordinates"": [-123.101132558015, 49.2816657511651], ""type"": ""Point""}";49.2816657511651, -123.101132558015
1;Kitsilano;"{""coordinates"": [-123.167908743383, 49.2680903409461], ""type"": ""Point""}";49.2680903409461, -123.167908743383
6;Kitsilano;"{""coordinates"": [-123.180468553068, 49.2645286173609], ""type"": ""Point""}";49.2645286173609, -123.180468553068
2;Kensington-Cedar Cottage;"{""coordinates"": [-123.065678199592, 49.2410206510832], ""type"": ""Point""}";49.2410206510832, -123.065678199592
3;Grandview-Woodland;"{""coordinates"": [-123.073212788165, 49.282993498072], ""type"": ""Point""}";49.282993498072, -123.073212788165
4;Riley Park;"{""coordinates"": [-123.101606204888, 49.246299687941], ""type"": ""Point""}";49.246299687941, -123.101606204888
1;Kitsilano;"{""coordinates"": [-123.148712201731, 49.2678001916991], ""type"": ""Point""}";49.2678001916991, -123.148712201731
2;Kitsilano;"{""coordinates"": [-123.149639724943, 49.2683314921121], ""type"": ""Point""}";49.2683314921121, -123.149639724943
2;Kitsilano;"{""coordinates"": [-123.149744199104, 49.2683331558011], ""type"": ""Point""}";49.2683331558011, -123.149744199104
2;Kitsilano;"{""coordinates"": [-123.149848673244, 49.2683348104006], ""type"": ""Point""}";49.2683348104006, -123.149848673244
